turma,unidade,professor,dia,departamento,link,sigla,inicio,titulo,desc,fim
2017132,Faculdade de Educação,(R)Ana Laura Godinho Lima,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0290&verdis=6,EDF0290,19:30,"Teorias do desenvolvimento, Práticas Escolares e Processos de Subjetivação","A disciplina, na perspectiva aqui adotada, visa propiciar a difusão e, ao mesmo tempo, uma análise crítica de algumas tendências teóricas prevalentes no campo da Psicologia da Educação e, em particular, daquelas de acento desenvolvimentista. Entendendo que a descrição das características do desenvolvimento cognitivo, social, afetivo e físico de crianças e pré-adolescentes consiste em um empreendimento socio-histórico sujeito a apropriações de múltiplas ordens, a disciplina debruça-se sobre o aporte epistemológico das teorias do desenvolvimento e da aprendizagem, de modo a analisar seus fundamentos e, igualmente, suas possíveis repercussões no cotidiano escolar contemporâneo. A realização do estágio na disciplina, por sua vez, tem a finalidade de proporcionar ao licenciando a oportunidade de realizar um exame das complexas relações entre educação e psicologia operando nas práticas educacionais concretas. Constituído como atividade investigativa sobre o cotidiano escolar, o estágio visa à análise de experiências formativas de alunos regularmente matriculados na rede pública ou privada de ensino. Tal investigação baseia-se nas seguintes ações: realização, transcrição e análise de entrevistas com alunos ou coleta e análise de modelos dos documentos que efetuam o registro de informações sobre os mesmos. O trabalho de supervisão docente prevê orientações específicas relativas aos aspectos técnicos e éticos envolvidos no trabalho tanto com os depoimentos quanto com as fontes documentais.",23:00
2017102,Faculdade de Educação,Elie George Guimaraes Ghanem Junior,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0113&verdis=2,EDF0113,14:00,Sociologia da Educação I,"O curso pretende examinar as dimensões sociais do processo educativo mediante o estudo das agências tradicionais de socialização e das novas modalidades que caracterizem as práticas socializadoras na sociedade contemporânea, sobretudo aquelas relacionadas à indústria cultural e à mídia. Os aspectos políticos e culturais do processo educativo serão analisados, contemplando não só as práticas de reprodução social como os elementos que configuram a inovação e a mudança social no interior dos sistemas educativos.",17:40
2017103,Faculdade de Educação,Kimi Aparecida Tomizaki,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0113&verdis=2,EDF0113,19:30,Sociologia da Educação I,"O curso pretende examinar as dimensões sociais do processo educativo mediante o estudo das agências tradicionais de socialização e das novas modalidades que caracterizem as práticas socializadoras na sociedade contemporânea, sobretudo aquelas relacionadas à indústria cultural e à mídia. Os aspectos políticos e culturais do processo educativo serão analisados, contemplando não só as práticas de reprodução social como os elementos que configuram a inovação e a mudança social no interior dos sistemas educativos.",23:00
2017131,Faculdade de Educação,Kimi Aparecida Tomizaki,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0113&verdis=2,EDF0113,19:30,Sociologia da Educação I,"O curso pretende examinar as dimensões sociais do processo educativo mediante o estudo das agências tradicionais de socialização e das novas modalidades que caracterizem as práticas socializadoras na sociedade contemporânea, sobretudo aquelas relacionadas à indústria cultural e à mídia. Os aspectos políticos e culturais do processo educativo serão analisados, contemplando não só as práticas de reprodução social como os elementos que configuram a inovação e a mudança social no interior dos sistemas educativos.",23:00
2017102,Faculdade de Educação,(R)Julio Roberto Groppa Aquino,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0716&verdis=2,EDF0716,14:00,Estudos Foucaultianos e Educação,"A disciplina tem como objetivo o estabelecimento de articulações teóricas e empíricas entre o pensamento de Michel Foucault e determinadas questões educacionais na contemporaneidade, por meio da discussão dos principais fundamentos do percurso foucaultiano sistematizados nas questões acerca dos regimes de saber, das relações de poder e dos processos de subjetivação. A partir das formulações do pensador sobre a questão da biopolítica e da governamentalidade, o curso busca estabelecer diálogos entre as estratégias de gestão da vida política e as práticas educacionais contemporâneas, privilegiando as temáticas do cotidiano escolar e os processos de governamentalização.",17:40
2017103,Faculdade de Educação,(R)Julio Roberto Groppa Aquino,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0716&verdis=2,EDF0716,19:30,Estudos Foucaultianos e Educação,"A disciplina tem como objetivo o estabelecimento de articulações teóricas e empíricas entre o pensamento de Michel Foucault e determinadas questões educacionais na contemporaneidade, por meio da discussão dos principais fundamentos do percurso foucaultiano sistematizados nas questões acerca dos regimes de saber, das relações de poder e dos processos de subjetivação. A partir das formulações do pensador sobre a questão da biopolítica e da governamentalidade, o curso busca estabelecer diálogos entre as estratégias de gestão da vida política e as práticas educacionais contemporâneas, privilegiando as temáticas do cotidiano escolar e os processos de governamentalização.",23:00
2017102,Faculdade de Educação,(R)Karina Soledad Maldonado Molina Pagnez,sex,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0291&verdis=5,EDM0291,14:00,Elementos de Pedagogia e Didática: interação entre educação e saúde,"- conceitos de Pedagogia e Didática; 
- princípios e conceitos do campo da educação e da educação especial e o diálogo com a saúde; 
- legislação da  educação especial.",17:40
2017133,Faculdade de Educação,(R)Rosangela Gavioli Prieto,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0689&verdis=1,EDA0689,17:30,Estágio de Vivência e Investigação em Gestão Escolar e Políticas Públicas,"Estágio curricular de vivência e investigação numa unidade escolar como escola-campo, ou em outro espaço educativo, sob supervisão, que auxilie no percurso formativo do graduando, dando-lhe uma visão mais conjunta e crítica das discussões teóricas e práticas no que concerne ao impacto das políticas públicas na gestão de unidade escolar.
Analisar as condições concretas em que se realiza o trabalho pedagógico, a coordenação das tarefas, a gestão e participação dos vários agentes (internos e externos) na dinâmica cotidiana escolar.",19:10
2017162,Faculdade de Educação,(R)Ocimar Munhoz Alavarse,sex,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0689&verdis=1,EDA0689,12:10,Estágio de Vivência e Investigação em Gestão Escolar e Políticas Públicas,"Estágio curricular de vivência e investigação numa unidade escolar como escola-campo, ou em outro espaço educativo, sob supervisão, que auxilie no percurso formativo do graduando, dando-lhe uma visão mais conjunta e crítica das discussões teóricas e práticas no que concerne ao impacto das políticas públicas na gestão de unidade escolar.
Analisar as condições concretas em que se realiza o trabalho pedagógico, a coordenação das tarefas, a gestão e participação dos vários agentes (internos e externos) na dinâmica cotidiana escolar.",13:50
2017102,Faculdade de Educação,Sueli Fanizzi,sex,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0615&verdis=4,EDM0615,14:00,Educação Matemática,"12. Ementa (programa resumido):

Nesta disciplina se propõe que o ensino de matemática seja tomado como uma das áreas de estudo que compõem a formação do futuro professor considerando, em princípio, a discussão atual sobre a aprendizagem da matemática em um contexto mais amplo denominado Educação Matemática.
Seu conteúdo está dirigido para o estudo das diversas concepções teóricas que possam  fundamentar o entendimento dos processos envolvidos no ensino-aprendizagem de matemática.",17:40
2017103,Faculdade de Educação,Zaqueu Vieira Oliveira,ter,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0615&verdis=4,EDM0615,19:30,Educação Matemática,"12. Ementa (programa resumido):

Nesta disciplina se propõe que o ensino de matemática seja tomado como uma das áreas de estudo que compõem a formação do futuro professor considerando, em princípio, a discussão atual sobre a aprendizagem da matemática em um contexto mais amplo denominado Educação Matemática.
Seu conteúdo está dirigido para o estudo das diversas concepções teóricas que possam  fundamentar o entendimento dos processos envolvidos no ensino-aprendizagem de matemática.",23:00
2017102,Faculdade de Educação,(R)Patricia Dias Prado,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0327&verdis=4,EDM0327,14:00,Educação Infantil,"A disciplina visa iniciar os alunos do curso de Pedagogia às questões essenciais referentes ao campo da educação infantil no Brasil, em relação à implementação de programas para crianças até seis anos, possibilitando a construção de referencial teórico-prático necessário ao aprofundamento do estudo e da pesquisa nessa área.",17:40
2017103,Faculdade de Educação,(R)Patricia Dias Prado,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0327&verdis=4,EDM0327,19:30,Educação Infantil,"A disciplina visa iniciar os alunos do curso de Pedagogia às questões essenciais referentes ao campo da educação infantil no Brasil, em relação à implementação de programas para crianças até seis anos, possibilitando a construção de referencial teórico-prático necessário ao aprofundamento do estudo e da pesquisa nessa área.",23:00
2017131,Faculdade de Educação,(R)Maria Letícia Barros Pedroso Nascimento,seg,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0327&verdis=4,EDM0327,19:30,Educação Infantil,"A disciplina visa iniciar os alunos do curso de Pedagogia às questões essenciais referentes ao campo da educação infantil no Brasil, em relação à implementação de programas para crianças até seis anos, possibilitando a construção de referencial teórico-prático necessário ao aprofundamento do estudo e da pesquisa nessa área.",23:00
2017133,Faculdade de Educação,(R)Elizabeth dos Santos Braga,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0292&verdis=6,EDF0292,19:30,Psicologia Histórico-Cultural e Educação,"A disciplina objetiva discutir as complexas relações existentes entre desenvolvimento psíquico e as marcas culturais que o constituem. Partindo dos pressupostos da abordagem histórico-cultural (especialmente de seu principal representante, Lev S. Vigotski) e de outras fontes teóricas, fruto de investigações recentes, visa possibilitar a investigação de processos de constituição da singularidade psicológica de cada sujeito humano, evidenciando o papel da educação nos mesmos. Pretende-se examinar também novas perspectivas teóricas que auxiliem no questionamento de aspectos do debate atual acerca da noção das diferentes fases do desenvolvimento (infância, adolescência e vida adulta), da ação do professor e, mais especificamente, de alguns desafios presentes na prática educativa escolar na sociedade contemporânea. A disciplina propõe ainda a realização de entrevistas com diferentes sujeitos (professores, alunos e pais ou outros familiares) da comunidade escolar. As entrevistas (gravadas e depois transcritas) servirão como material para a elaboração do trabalho final do curso que consistirá numa análise crítica, devidamente fundamentada, a ser apresentada sob a forma de um relatório.",23:00
2017142,Faculdade de Educação,(R)Elizabeth dos Santos Braga,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0292&verdis=6,EDF0292,14:00,Psicologia Histórico-Cultural e Educação,"A disciplina objetiva discutir as complexas relações existentes entre desenvolvimento psíquico e as marcas culturais que o constituem. Partindo dos pressupostos da abordagem histórico-cultural (especialmente de seu principal representante, Lev S. Vigotski) e de outras fontes teóricas, fruto de investigações recentes, visa possibilitar a investigação de processos de constituição da singularidade psicológica de cada sujeito humano, evidenciando o papel da educação nos mesmos. Pretende-se examinar também novas perspectivas teóricas que auxiliem no questionamento de aspectos do debate atual acerca da noção das diferentes fases do desenvolvimento (infância, adolescência e vida adulta), da ação do professor e, mais especificamente, de alguns desafios presentes na prática educativa escolar na sociedade contemporânea. A disciplina propõe ainda a realização de entrevistas com diferentes sujeitos (professores, alunos e pais ou outros familiares) da comunidade escolar. As entrevistas (gravadas e depois transcritas) servirão como material para a elaboração do trabalho final do curso que consistirá numa análise crítica, devidamente fundamentada, a ser apresentada sob a forma de um relatório.",17:40
2017143,Faculdade de Educação,(R)Teresa Cristina Rebolho Rego de Moraes,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0292&verdis=6,EDF0292,19:30,Psicologia Histórico-Cultural e Educação,"A disciplina objetiva discutir as complexas relações existentes entre desenvolvimento psíquico e as marcas culturais que o constituem. Partindo dos pressupostos da abordagem histórico-cultural (especialmente de seu principal representante, Lev S. Vigotski) e de outras fontes teóricas, fruto de investigações recentes, visa possibilitar a investigação de processos de constituição da singularidade psicológica de cada sujeito humano, evidenciando o papel da educação nos mesmos. Pretende-se examinar também novas perspectivas teóricas que auxiliem no questionamento de aspectos do debate atual acerca da noção das diferentes fases do desenvolvimento (infância, adolescência e vida adulta), da ação do professor e, mais especificamente, de alguns desafios presentes na prática educativa escolar na sociedade contemporânea. A disciplina propõe ainda a realização de entrevistas com diferentes sujeitos (professores, alunos e pais ou outros familiares) da comunidade escolar. As entrevistas (gravadas e depois transcritas) servirão como material para a elaboração do trabalho final do curso que consistirá numa análise crítica, devidamente fundamentada, a ser apresentada sob a forma de um relatório.",23:00
2017133,Faculdade de Educação,Douglas Emiliano Batista,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0294&verdis=4,EDF0294,19:30,"Psicologia da educação: constituição do sujeito, desenvolvimento e aprendizagem na escola,cultura e sociedade","Noções fundamentais do campo psicológico, tais como aprendizagem e desenvolvimento devem ser entendidos em referência ao contexto histórico que as abriga e as influencia em sua dinâmica. Partindo das elaborações conceituais clássicas do campo, o curso examina o impacto da cultura contemporânea sobre a aprendizagem e o desenvolvimento do sujeito, principalmente na adolescência.
Discute também os fundamentos do discurso psicológico hegemônico, além de propor temas de reflexão acerca de estratégias e intervenções possíveis na crise atual da escola brasileira.
13: Estágio:
 Esta disciplina prevê as seguintes atividades de estágio: 
- Os alunos deverão elaborar, individualmente ou em duplas, um projeto de estágio tendo um tema central definido a partir dos pontos do programa do curso. Tal projeto, a ser realizado em campo pode se valer de vários instrumentos comuns à pesquisa: entrevistas, observações diretas, análise de documentos, ficando a definição da pertinência de cada instrumento a critério da coerência com relação ao tema levantado.
- trabalho de campo envolvendo, observação, entrevistas com alunos, professores, educadores em geral;
- analise do material levantado nas observações e/ou entrevistas, à luz dos temas desenvolvidos no curso e da experiência particular do aluno;",23:00
2017123,Faculdade de Educação,(R)Denise Trento Rebello de Souza,seg,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0296&verdis=4,EDF0296,19:30,Psicologia da Educação : Uma Abordagem Psicossocial do Cotidiano Escolar,"A Psicologia constituiu-se historicamente como uma das ciências nas quais a Educação mais busca suporte para entender e intervir nas questões escolares. Essa contribuição se deu, em diversos momentos, a partir de uma transposição simplificada e reducionista sobre os fenômenos que se desenvolvem no cotidiano escolar. As críticas a essas apropriações, já feitas no âmbito da própria Psicologia, são tratadas no curso. Além disso, são apresentadas as principais teorias psicológicas, sua presença na educação na atualidade e no entendimento do processo de desenvolvimento psicológico dos alunos, da sua aprendizagem e das práticas e processos escolares. Para tanto, vale-se do trabalho de alguns autores que têm contribuído para a construção de referenciais teóricos que levam em consideração a natureza complexa e multideterminada dos processos de ensino e aprendizagem, da natureza das relações interpessoais e dos fenômenos psicossociais que se desenvolvem no dia-a-dia das escolas.",23:00
2017141,Faculdade de Educação,(R)Denise Trento Rebello de Souza,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0296&verdis=4,EDF0296,08:30,Psicologia da Educação : Uma Abordagem Psicossocial do Cotidiano Escolar,"A Psicologia constituiu-se historicamente como uma das ciências nas quais a Educação mais busca suporte para entender e intervir nas questões escolares. Essa contribuição se deu, em diversos momentos, a partir de uma transposição simplificada e reducionista sobre os fenômenos que se desenvolvem no cotidiano escolar. As críticas a essas apropriações, já feitas no âmbito da própria Psicologia, são tratadas no curso. Além disso, são apresentadas as principais teorias psicológicas, sua presença na educação na atualidade e no entendimento do processo de desenvolvimento psicológico dos alunos, da sua aprendizagem e das práticas e processos escolares. Para tanto, vale-se do trabalho de alguns autores que têm contribuído para a construção de referenciais teóricos que levam em consideração a natureza complexa e multideterminada dos processos de ensino e aprendizagem, da natureza das relações interpessoais e dos fenômenos psicossociais que se desenvolvem no dia-a-dia das escolas.",12:00
2017123,Faculdade de Educação,(R)Valeria Amorim Arantes de Araujo,seg,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0298&verdis=5,EDF0298,19:30,"Psicologia da Educação, Desenvolvimento e Práticas Escolares","A disciplina parte da análise das práticas escolares e recorre a elementos da psicologia que permitem enriquecer a compreensão sobre o sentido das condutas individuais e coletivas (intelectuais, afetivas e éticas) dos educandos e docentes. Situando essas práticas no contexto de universalização da escola básica, o curso problematiza as perspectivas do desenvolvimento, da aprendizagem e as relações interpessoais para a construção de uma escola capaz de dialogar com os apelos do nosso mundo.",23:00
2017131,Faculdade de Educação,(R)Silvia de Mattos Gasparian Colello,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0298&verdis=5,EDF0298,08:30,"Psicologia da Educação, Desenvolvimento e Práticas Escolares","A disciplina parte da análise das práticas escolares e recorre a elementos da psicologia que permitem enriquecer a compreensão sobre o sentido das condutas individuais e coletivas (intelectuais, afetivas e éticas) dos educandos e docentes. Situando essas práticas no contexto de universalização da escola básica, o curso problematiza as perspectivas do desenvolvimento, da aprendizagem e as relações interpessoais para a construção de uma escola capaz de dialogar com os apelos do nosso mundo.",12:00
2017142,Faculdade de Educação,(R)Valeria Amorim Arantes de Araujo,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0298&verdis=5,EDF0298,14:00,"Psicologia da Educação, Desenvolvimento e Práticas Escolares","A disciplina parte da análise das práticas escolares e recorre a elementos da psicologia que permitem enriquecer a compreensão sobre o sentido das condutas individuais e coletivas (intelectuais, afetivas e éticas) dos educandos e docentes. Situando essas práticas no contexto de universalização da escola básica, o curso problematiza as perspectivas do desenvolvimento, da aprendizagem e as relações interpessoais para a construção de uma escola capaz de dialogar com os apelos do nosso mundo.",17:40
2017143,Faculdade de Educação,(R)Silvia de Mattos Gasparian Colello,qua,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0298&verdis=5,EDF0298,19:30,"Psicologia da Educação, Desenvolvimento e Práticas Escolares","A disciplina parte da análise das práticas escolares e recorre a elementos da psicologia que permitem enriquecer a compreensão sobre o sentido das condutas individuais e coletivas (intelectuais, afetivas e éticas) dos educandos e docentes. Situando essas práticas no contexto de universalização da escola básica, o curso problematiza as perspectivas do desenvolvimento, da aprendizagem e as relações interpessoais para a construção de uma escola capaz de dialogar com os apelos do nosso mundo.",23:00
2017102,Faculdade de Educação,(R)Maria Clara di Pierro,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0692&verdis=1,EDA0692,14:00,Políticas Públicas de Educação de Jovens e Adultos,"A disciplina tem por objetivo aprofundar estudos de políticas públicas de educação básica no Brasil, analisando especificamente a modalidade destinada à educação de jovens e adultos. Abrange análise de dados sócio-demográficos, da história, da legislação, do financiamento e das políticas públicas recentes de educação de jovens e adultos, situando-as frente às correntes internacionais de pensamento sobre esse âmbito educativo.",17:40
2017103,Faculdade de Educação,(R)Maria Clara di Pierro,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0692&verdis=1,EDA0692,19:30,Políticas Públicas de Educação de Jovens e Adultos,"A disciplina tem por objetivo aprofundar estudos de políticas públicas de educação básica no Brasil, analisando especificamente a modalidade destinada à educação de jovens e adultos. Abrange análise de dados sócio-demográficos, da história, da legislação, do financiamento e das políticas públicas recentes de educação de jovens e adultos, situando-as frente às correntes internacionais de pensamento sobre esse âmbito educativo.",23:00
2017102,Faculdade de Educação,Rogério de Almeida,sex,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0698&verdis=1,EDA0698,14:00,Política Educacional e Diversidade,"A disciplina via oferecer subsídios para a compreensão das políticas educacionais a partir da ótica da diversidade, discutindo especialmente como se introduz a questão da diversidade e da diferença nas políticas educacionais no Brasil: principais planos, programas e projetos, estratégias e arranjos institucionais.",17:40
2017103,Faculdade de Educação,Rogério de Almeida,sex,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0698&verdis=1,EDA0698,19:30,Política Educacional e Diversidade,"A disciplina via oferecer subsídios para a compreensão das políticas educacionais a partir da ótica da diversidade, discutindo especialmente como se introduz a questão da diversidade e da diferença nas políticas educacionais no Brasil: principais planos, programas e projetos, estratégias e arranjos institucionais.",23:00
2017102,Faculdade de Educação,(R)Rosangela Gavioli Prieto,ter,Disciplinas Interdepartamentais da Faculdade de Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=4800700&verdis=7,4800700,14:00,"Educação Especial – Fundamentos, Políticas e Práticas Escolares","- Fundamentos da educação especial.
 - Políticas educacionais e a educação especial.
- Praticas escolares e o atendimento ao aluno com deficiência, transtornos globais do desenvolvimento e altas habilidades/superdotação.",17:40
2017103,Faculdade de Educação,(R)Karina Soledad Maldonado Molina Pagnez,ter,Disciplinas Interdepartamentais da Faculdade de Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=4800700&verdis=7,4800700,19:30,"Educação Especial – Fundamentos, Políticas e Práticas Escolares","- Fundamentos da educação especial.
 - Políticas educacionais e a educação especial.
- Praticas escolares e o atendimento ao aluno com deficiência, transtornos globais do desenvolvimento e altas habilidades/superdotação.",23:00
2017131,Faculdade de Educação,(R)Carla Biancha Angelucci,qua,Disciplinas Interdepartamentais da Faculdade de Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=4800700&verdis=7,4800700,19:30,"Educação Especial – Fundamentos, Políticas e Práticas Escolares","- Fundamentos da educação especial.
 - Políticas educacionais e a educação especial.
- Praticas escolares e o atendimento ao aluno com deficiência, transtornos globais do desenvolvimento e altas habilidades/superdotação.",23:00
2017131,Faculdade de Educação,(R)Pedro Roberto Jacobi,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,08:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",12:00
2017132,Faculdade de Educação,(R)Doris Accioly e Silva,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,14:00,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",17:40
2017133,Faculdade de Educação,(R)Ocimar Munhoz Alavarse,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
2017134,Faculdade de Educação,(R)Afranio Mendes Catani,ter,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
2017141,Faculdade de Educação,Lara Elena Ramos Simielli,qua,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,08:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",12:00
2017143,Faculdade de Educação,(R)Doris Accioly e Silva,qua,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
